True,trizol_depth,ivt_depth,trizol_median,ivt_median,ks_stat,ks_pval,ks_effect_size,u_stat,u_pval,u_effect_size
7651,1642.0,53160,25.0,34.0,0.1322120658889258,9.302198254267084e-25,0.0033127619787342326,36312755.5,3.3863420578133165e-31,0.41600742341049335
7652,1642.0,53160,57.0,76.0,0.11552234927949445,5.297000130547288e-19,0.002894577312699115,37282206.0,6.96144035203568e-24,0.42711367516902526
7653,1642.0,53160,20.0,19.0,0.03598391636399295,0.03152027266048911,0.0009016283738939234,45249108.0,0.010936745474752159,0.5183843685644606
7654,1642.0,53160,7.0,9.0,0.04541927066864998,0.0026880076042132797,0.0011380446403382728,42147946.5,0.014123083324375296,0.4828567368154786
7655,1642.0,53160,37.0,42.0,0.06773230263887475,8.221234132223418e-07,0.0016971294972630705,39725666.0,5.398211593081206e-10,0.4551065246460253
7656,1642.0,53160,10.0,12.0,0.0731902587184231,6.986678269809154e-08,0.001833886375391874,39533270.5,4.5599975666121446e-11,0.4529023967816231
7657,1642.0,53160,6.0,6.0,0.09102087875730114,5.867770502404104e-12,0.002280658004931924,38952160.0,1.7107755097243248e-15,0.4462450589262851
7658,1642.0,53160,6.0,6.0,0.08027834524323418,2.1381581523219673e-09,0.0020114884980385285,46583740.5,1.7694628479352214e-07,0.5336742307597133
7659,1642.0,53160,27.0,24.0,0.0598736239917369,2.0458225208064453e-05,0.0015002190893491627,46762100.0,7.813600103778097e-07,0.5357175589239939
7660,1642.0,53160,89.0,95.0,0.07028223119779975,2.6610282026943895e-07,0.0017610215960794679,41565010.0,0.000988131503274476,0.4761784798768959
7661,1642.0,53160,32.0,40.0,0.10735412319025872,1.812169188279124e-16,0.0026899107518962733,39238519.0,2.808807311125215e-12,0.449525654632122
7662,1642.0,53160,58.0,73.0,0.1462897382388011,3.243220922087296e-30,0.00366549814843394,35728334.5,4.623234214613503e-36,0.4093121596925697
7663,1642.0,53160,66.5,68.0,0.04712583710701679,0.001620256066270955,0.001180805097738243,43349876.5,0.6408445646849386,0.4966263281212051
7664,1642.0,53160,28.0,31.0,0.07315002442469087,7.119783379073415e-08,0.0018328782477476896,41004607.5,2.8747337894887354e-05,0.4697583777147838
7665,1642.0,53160,9.0,13.0,0.09441061800425071,7.825331366761346e-13,0.0023655927589546905,38453489.0,4.282521272194877e-17,0.44053216727201405
7666,1642.0,53160,24.0,22.0,0.047006325674153526,0.0016797460577332689,0.001177810568243892,45392903.5,0.005591267860821575,0.5200317234575097
7667,1642.0,53160,10.0,14.0,0.09840114507349867,6.644444216491806e-14,0.0024655811091951335,38006503.5,1.560446625584916e-19,0.43541139679903657
7668,1642.0,53160,71.0,79.0,0.08575825146708538,1.1574311599972413e-10,0.0021487953683559063,39555078.5,9.354241940233029e-11,0.4531522343322253
7669,1642.0,53160,22.0,24.0,0.047473762932942476,0.0014580331822343052,0.0011895228758003046,42292580.5,0.03183528234701593,0.4845136977607187
7670,1642.0,53160,23.5,29.0,0.10915969440266737,5.1762734752442853e-17,0.002735151915190625,37463146.0,1.1781068614090885e-22,0.42918656614508727
7671,1642.0,53160,12.0,13.0,0.048014038927366554,0.001235815783185985,0.0012030602618196304,41099019.5,4.562438236989233e-05,0.47083998367715785
7672,1642.0,53160,32.0,42.0,0.1435858149827377,3.99980417942177e-29,0.003597747492728829,35594562.0,3.0544311457802747e-37,0.4077796306326866
7673,1642.0,53160,20.0,17.0,0.0654936628696125,2.1384451284932586e-06,0.0016410371832837644,46279693.5,2.6064656236078126e-05,0.5301909971872655
7674,1642.0,53160,42.5,57.0,0.1698065683630141,1.4565514319886558e-40,0.0042547458859384345,33630689.0,1.1859616494310605e-56,0.38528104204071273
7675,1642.0,53160,18.0,15.0,0.10167047930133472,8.164714322195214e-15,0.0025474989436448927,48587473.0,2.866144689369431e-15,0.5566294591099514
7676,1642.0,53160,17.0,19.0,0.046747918860535476,0.00181538014815764,0.0011713358167796883,41344354.5,0.00025028940727281866,0.4736505988402625
7677,1642.0,53160,6.0,13.0,0.1460124973765224,4.205161929208676e-30,0.003658551483004175,36140109.0,5.161956416691307e-35,0.41402954471093173
7678,1642.0,53160,46.0,53.0,0.07441680895309266,3.9106607268678994e-08,0.001864619341820479,39344032.5,9.673247869527387e-12,0.45073444197600787
7679,1642.0,53160,7.0,6.0,0.1836481506430614,2.254630772581463e-47,0.004601566482035806,51468703.5,5.321038027263244e-47,0.5896375098638175
7680,1642.0,53160,25.0,29.0,0.08918137417984823,1.697859954105289e-11,0.002234566592753151,38465338.0,2.309134890370778e-16,0.4406679121884248
7681,1642.0,53160,36.0,40.0,0.057262404581027215,5.45305991045032e-05,0.001434791260778666,40248115.0,7.469409938998819e-08,0.46109182263183607
7682,1642.0,53160,15.0,17.0,0.06102731257830335,1.3082990810769293e-05,0.001529126403210273,40125800.5,2.293870510458666e-08,0.4596905591008781
7683,1642.0,53160,21.0,21.0,0.030965008995434917,0.09252942254398075,0.0007758724877457077,44582087.5,0.13725275069047846,0.5107428256480333
7684,1642.0,53160,8.0,8.0,0.04049753507669718,0.010424545582845387,0.0010147235317179593,42428974.0,0.0449400373757488,0.48607625360985934
7685,1642.0,53160,20.0,20.0,0.029761073366638913,0.11695169374187463,0.0007457061625385244,43296749.0,0.578673745222724,0.49601768705051463
7686,1642.0,53160,17.0,16.0,0.022051165373945247,0.4169588778732486,0.0005525234156688675,44128835.0,0.44227093929796846,0.5055502589567128
7687,1642.0,53160,38.0,45.0,0.0856221055824854,1.2473107172059136e-10,0.0021453840389357697,38839386.5,2.720902947096856e-14,0.4449530993237156
7688,1642.0,53160,22.0,24.0,0.055747409287248084,9.439870503201478e-05,0.0013968308917802024,40800514.0,6.575205377055024e-06,0.4674202348253016
7689,1642.0,53160,23.0,27.0,0.07940840465984605,3.337456269658206e-09,0.001989690895308176,39454338.5,3.093291599937913e-11,0.45199813332123556
7690,1642.0,53160,9.0,8.0,0.024663324195841052,0.2838198373476857,0.0006179747825271813,44290225.0,0.28594739656417334,0.507399180558496
7691,1642.0,53160,23.0,26.0,0.06614570588273028,1.6241093077586292e-06,0.0016573750514490692,40043036.5,1.1546835231412031e-08,0.4587423953518851
7692,1642.0,53160,27.0,32.0,0.0757878222982305,2.0211063765758864e-08,0.0018989720376321117,39468310.5,3.659307750448757e-11,0.45215819982238253
7693,1642.0,53160,23.0,26.0,0.071837529522715,1.3102695503807953e-07,0.001799991815035859,39934768.5,4.1813561032215464e-09,0.45750205181150555
7694,1642.0,53160,22.0,27.0,0.08975739362428498,1.2201800545190035e-11,0.0022489995819187903,38726846.5,6.192909988075157e-15,0.4436638147517801
7695,1642.0,53160,16.0,16.0,0.0527855603793938,0.00026450895771010436,0.0013226175408070895,45206285.0,0.013264811861240174,0.5178937782568012
7696,1642.0,53160,6.0,6.0,0.02119980680207012,0.4673191384521887,0.0005311914117536816,43733439.5,0.8646220483189218,0.501020515594684
7697,1642.0,53160,46.0,53.0,0.1022835482064578,5.468730771357674e-15,0.0025628602599179645,37599529.5,1.0220799405232922e-21,0.4307490074318881
7698,1642.0,53160,12.0,14.0,0.061377208876473355,1.140482510513556e-05,0.0015378935542662987,40874782.0,6.746151985577626e-06,0.4682710664104136
7699,1642.0,53160,16.0,15.0,0.04482964121824673,0.0031878971752300938,0.0011232706330515335,45574843.5,0.0021796465940558344,0.5221160706675502
7700,1642.0,53160,30.0,35.0,0.08024198315658648,2.1785363316419177e-09,0.002010577394068524,39838787.5,1.6315105959767032e-09,0.4564024710180193
7701,1642.0,53160,20.0,23.0,0.06426204897952448,3.569064240221595e-06,0.0016101773397427647,40037194.5,9.810788334153807e-09,0.458675468032983
7702,1642.0,53160,18.0,17.0,0.04778099621577675,0.0013274846889262477,0.0011972210441265614,45842753.5,0.0004792593506958785,0.5251853103127185
7703,1642.0,53160,18.0,20.0,0.05799539734343673,4.1594755468315044e-05,0.0014531574404285446,40756947.5,4.684087655560555e-06,0.46692112680767917
7704,1642.0,53160,18.0,19.0,0.022771487541574653,0.37690999533827363,0.0005705721154854702,42791726.0,0.17569422248953148,0.49023202539801247
7705,1642.0,53160,28.5,33.0,0.07869866805241271,4.782109889022205e-09,0.0019719074318079815,39255094.0,3.567569211426596e-12,0.4497155417103149
7706,1642.0,53160,31.0,39.0,0.09791434677928595,9.02584602040854e-14,0.002453383683267795,38552967.0,7.230242489141579e-16,0.441671810515723
7707,1642.0,53160,17.0,17.0,0.030783450599344286,0.09591372413625351,0.0007713232830460829,42477495.0,0.0638709494728674,0.48663212153872804
7708,1642.0,53160,23.0,27.0,0.08032371192978882,2.08880373716925e-09,0.0020126252251088522,39530066.0,7.085120833654769e-11,0.4528656852798391
7709,1642.0,53160,34.0,28.0,0.05825300222067631,3.778793096832891e-05,0.0014596120982324151,46184825.0,4.591561592757565e-05,0.5291041614540802
7710,1642.0,53160,16.0,19.0,0.09291228007467628,1.9239928130459895e-12,0.0023280497639865945,40524725.5,6.902159528923679e-07,0.46426073724073397
7711,1642.0,53160,25.0,32.0,0.1420630523623213,1.6126144115770153e-28,0.003559592502277419,36014589.0,1.2310207040513957e-33,0.4125915582219558
7712,1642.0,53160,29.0,33.0,0.08637613199047939,8.230812123237684e-11,0.0021642772465909816,38607887.0,1.4848804847888315e-15,0.4423009868858198
7713,1642.0,53160,19.0,24.0,0.13909666678581156,2.3361958837278988e-27,0.0034852654785972738,35965596.0,4.554168600591332e-34,0.4120302829506493
7714,1642.0,53160,30.5,34.0,0.07870205909767036,4.773935643560175e-09,0.001971992399285966,39198789.0,1.896715402036836e-12,0.44907049845615793
7715,1642.0,53160,41.0,46.0,0.06935553643128231,4.028823865283472e-07,0.0017378019363020463,39302811.0,6.104728609072596e-12,0.4502621988270649
7716,1642.0,53160,8.0,7.0,0.0772852208166187,9.69446396899992e-09,0.0019364914943123886,46922553.5,4.74667297655857e-08,0.5375557517626561
7717,1642.0,53160,29.0,33.0,0.08735007226592395,4.7853687622696664e-11,0.0021886807100143673,39008929.0,2.084937088077565e-13,0.4468954178730081
7718,1642.0,53160,21.0,25.0,0.08809752279561434,3.1431777674829744e-11,0.002207409149654841,39106280.5,6.470636946512243e-13,0.44801069943516186
7719,1642.0,53160,12.0,14.0,0.0827970211958659,5.731818137557522e-10,0.002074597518206479,39200195.5,8.683804654478416e-13,0.4490866116492486
7720,1642.0,53160,21.0,17.0,0.09934882766066444,3.644092641865558e-14,0.0024893266487687206,49013503.5,1.4799111537343255e-17,0.5615101641999104
7721,1642.0,53160,10.0,15.0,0.07928948895114973,3.5455630554024994e-09,0.0019867112925329314,39311985.5,3.527757577797188e-12,0.4503673040457003
7722,1642.0,53160,61.0,76.0,0.16350217989220145,1.2256752906211393e-37,0.0040967804363793575,34160973.0,5.383805725964649e-51,0.39135609961974466
7723,1642.0,53160,17.0,15.0,0.04753830735517717,0.0014296538036537966,0.0011911401284049048,45571035.5,0.0020373147916988676,0.5220724453285602
7724,1642.0,53160,8.0,15.0,0.13154173872637837,1.6394399160811397e-24,0.003295965975113311,37175328.5,1.6640684175178537e-25,0.42588926152199275
7725,1642.0,53160,24.0,20.0,0.08829509700680688,2.810971099060828e-11,0.0022123596534565663,48753643.5,4.57367290113941e-16,0.5585331472382686
7726,1642.0,53160,31.0,30.0,0.024595067953797484,0.2868677420324277,0.000616264524980467,44247865.5,0.33882244216987145,0.5069139002152856
7727,1642.0,53160,30.0,38.0,0.12857221414175857,1.949429685383995e-23,0.0032215602991055737,36525221.0,1.7083402062022064e-29,0.4184414778908432
7728,1642.0,53160,26.0,31.0,0.07515234499944551,2.748589089633823e-08,0.0018830492470788482,38931546.0,8.155875918382478e-14,0.4460089001190532
7729,1642.0,53160,26.0,27.0,0.04548207374331992,0.002639268944258389,0.0011396182609947185,41576024.5,0.0010469106852664532,0.4763046645660516
7730,1642.0,53160,20.0,21.0,0.052519271676798596,0.0002893840048679014,0.0013159452973670318,41755660.0,0.002703794248545151,0.4783626108848887
7731,1642.0,53160,14.0,17.0,0.1009025221128228,1.3442899726334806e-14,0.0025282566804044468,37948791.0,1.4079602757591446e-19,0.43475022889555487
7732,1642.0,53160,42.5,49.0,0.11571721981946803,4.584620184374457e-19,0.0028994600721602842,37476781.5,1.5227340907817793e-22,0.4293427776235005
7733,1642.0,53160,20.0,23.0,0.07918553508402915,3.737811338447145e-09,0.001984106580049059,38729298.5,6.727295670084508e-15,0.44369190543749526
7734,1642.0,53160,13.0,28.0,0.1910257362005079,3.2010063152091256e-51,0.004786422416063039,33478854.5,4.683003133638632e-59,0.3835415904827107
7735,1642.0,53160,39.0,33.0,0.10087754752274974,1.3661797327175185e-14,0.0025276309064111865,49015270.5,1.7348024297955736e-17,0.5615304073653503
7736,1642.0,53160,27.0,28.0,0.03986794628217705,0.0122599615042957,0.000998948286042004,41735880.5,0.0024996423195458852,0.4781360123049118
7737,1642.0,53160,16.0,21.0,0.12496503557389771,3.6557761661479387e-22,0.003131177292609376,37006483.5,6.539532296172282e-26,0.4239549336959002
7738,1642.0,53160,29.0,35.0,0.12282780638781282,1.996072648988351e-21,0.0030776259655054543,36802894.0,2.2866728631293e-27,0.4216225647483432
7739,1642.0,53160,36.0,39.0,0.03679016028646087,0.02611657100655255,0.0009218299658891741,42185297.0,0.02082359713578418,0.4832846328826909
7740,1642.0,53160,16.0,18.0,0.0635118260412112,4.852787456653633e-06,0.0015913794334479906,40947012.0,1.657790797742302e-05,0.46909855019067753
7741,1642.0,53160,19.0,23.0,0.08161336310121181,1.0695133445585443e-09,0.0020449392755534567,39589114.0,1.0525028869858179e-10,0.4535421529837991
7742,1642.0,53160,20.0,23.0,0.07894096740105705,4.231070063516463e-09,0.0019779785877517614,39230528.0,2.6803827098686156e-12,0.44943410786640015
7743,1642.0,53160,16.0,22.0,0.09758525500202092,1.109293195319269e-13,0.0024451378191712946,38653790.0,1.4942210321191144e-15,0.44282686239413294
7744,1642.0,53160,25.0,23.0,0.06020083694662953,1.8037479202958707e-05,0.0015084178768700251,46761791.5,7.759332580799467e-07,0.5357140246758115
7745,1642.0,53160,45.0,54.0,0.1332870272355925,3.7265167717952844e-25,0.0033396966692551275,36078880.0,4.359442028648903e-33,0.4133280909606648
7746,1642.0,53160,13.0,14.0,0.027499704429163385,0.17702729964585207,0.0006890443368148932,42369501.0,0.0415192722367357,0.4853949170064586
7747,1642.0,53160,24.0,27.0,0.08894922505450875,1.938499186049934e-11,0.0022287497651387396,39269711.5,4.184811379962263e-12,0.449883003210495
7748,1642.0,53159,34.0,38.0,0.07734652315890328,9.404445188355602e-09,0.0019380280581498513,39359314.0,1.1510492964293401e-11,0.45091799269532196
7749,1642.0,53159,35.0,38.0,0.06497856418105782,2.6524865957579223e-06,0.001628131109428999,39921240.0,3.7186772197003417e-09,0.45735566952991596
7750,1642.0,53159,6.0,6.0,0.0586841044215044,3.215006250716801e-05,0.0014704143934513721,45635879.0,9.955720340299856e-05,0.5228251425715041
7751,1642.0,53159,48.0,59.0,0.1183491329610094,6.364655305090489e-20,0.0029654072473940508,35888329.0,1.1011302144634724e-34,0.4111528283716864
7752,1642.0,53159,6.0,6.0,0.07120537360638879,1.7508060867409117e-07,0.001784152749267302,46620983.5,2.5857434564795043e-12,0.5341109425154545
7753,1642.0,53159,6.0,6.0,0.07090979720961677,2.0031376593263976e-07,0.0017767466587686488,46835288.5,2.3685293309711796e-17,0.536566116922828
7754,1642.0,53159,59.0,68.0,0.11498022651187845,7.906555817244452e-19,0.002880994465060134,37475720.5,1.525764147391174e-22,0.42933869890798726
7755,1642.0,53159,36.0,44.0,0.1224653665230952,2.6542614988798043e-21,0.0030685453822631697,36911652.0,1.512777240102969e-26,0.42287647663036676
7756,1642.0,53159,13.0,18.0,0.1234322679469233,1.238740646293334e-21,0.003092772484042446,36893981.5,6.306196743691598e-27,0.4226740354397016
7757,1642.0,53159,19.0,19.0,0.04664139404460299,0.0018742064410655472,0.00116866701485675,42614459.0,0.10237234142737511,0.4882103969616213
7758,1642.0,53159,45.0,47.0,0.03657571169927354,0.027467421159654025,0.0009164569087916709,42252536.0,0.02757248106849385,0.48406404439383344
7759,1642.0,53159,7.0,9.0,0.0681736877479161,6.783254057446133e-07,0.0017081895124305875,40485080.5,2.5308553065127356e-07,0.4638152797370534
7760,1642.0,53159,48.0,61.0,0.15001352204732982,9.442539455022703e-32,0.0037588039249329954,35063648.5,4.6023981834537606e-42,0.4017049178802846
7761,1642.0,53159,19.0,22.0,0.08546937497438056,1.356297465952771e-10,0.00214155775913262,38422683.0,1.2908181694207597e-16,0.4401875269555936
7762,1642.0,53159,29.0,30.0,0.04013261848449087,0.011455551097767936,0.0010055803091520567,42470922.0,0.06322561029379709,0.48656597257156436
7763,1642.0,53159,7.0,12.0,0.0844826424364899,2.3216226080177008e-10,0.0021168337603512818,39640902.0,5.719684703486078e-11,0.45414399139354855
7764,1642.0,53159,33.0,39.0,0.11047942285340329,2.0442408737884076e-17,0.0027682203749251682,37066419.5,2.0461272209771873e-25,0.42464956267639065
7765,1642.0,53159,26.0,28.0,0.03719238946227521,0.023740726955656065,0.0009319086545033558,42151636.5,0.01788110597701024,0.4829080943687908
7766,1642.0,53159,31.0,28.0,0.040426464957390384,0.010618526776723735,0.0010129430539272503,44174026.0,0.3994250687081461,0.5060774975191632
7767,1642.0,53159,67.0,81.0,0.10127924089748996,1.0531186814846343e-14,0.0025376966223058938,39269074.0,4.240623236673549e-12,0.44988416269358905
7768,1642.0,53159,15.0,16.0,0.0328183514173771,0.06335145625344123,0.0008223108586074498,41981685.5,0.007654009129718929,0.48096105932197664
7769,1642.0,53159,22.0,27.0,0.06023072510228833,1.7830690368427675e-05,0.001509167192572234,40123688.5,1.8827769751412567e-08,0.4596750105439433
7770,1642.0,53159,20.0,19.0,0.036746596099825946,0.0263861844257006,0.0009207386625078697,44870665.5,0.05159242717420775,0.514058512761763
7771,1642.0,53159,42.0,46.0,0.056518915663553326,7.151553452712044e-05,0.0014161624840865646,41745986.0,0.002650126834756503,0.4782607799060475
7772,1642.0,53159,34.0,46.0,0.12094916271570005,8.663401725511859e-21,0.0030305547215250185,36424092.5,2.7295278258984463e-30,0.4172907758465692
7773,1642.0,53159,86.0,115.0,0.11015073731761305,2.5791582568767687e-17,0.0027599846874675586,37052637.5,1.6426370664784259e-25,0.42449166988955683
7774,1642.0,53159,24.0,28.0,0.07701343834650987,1.1089283188972804e-08,0.0019296821405080738,39020937.0,2.404224928156216e-13,0.4470413936871618
7775,1642.0,53159,20.0,21.0,0.0260046968235092,0.22857956641098867,0.0006515849714938336,42883033.5,0.22810357345556853,0.491287307154445
7776,1642.0,53159,9.0,8.0,0.03134435316989309,0.08578014223709089,0.0007853777186986407,44762929.5,0.06566811487839244,0.5128242407198005
7777,1642.0,53159,46.0,55.0,0.10389896428884926,1.880425673017803e-15,0.0026033375487456677,38685404.5,4.032014813967127e-15,0.4431973825495682
7778,1642.0,53159,19.0,16.0,0.08016427127965042,2.267367627972918e-09,0.0020086307781659526,47366365.0,2.760938953907442e-09,0.5426503680189638
7779,1642.0,53159,17.0,13.0,0.08351613053194429,3.906759740279221e-10,0.0020926164185362268,47938151.0,5.048357496841948e-12,0.5492010054455024
7780,1642.0,53159,17.0,15.0,0.07693429719345174,1.1530900019097893e-08,0.0019276991454241727,47328123.0,4.877069551807264e-09,0.542212250477671
7781,1642.0,53159,9.0,12.0,0.0813090340817687,1.2537479270362597e-09,0.002037314451844129,39578111.5,5.831583770856306e-11,0.453424635202017
7782,1642.0,53159,63.0,74.0,0.10882749448893225,6.528743586251725e-17,0.0027268289407708338,40100035.5,1.9814345297606927e-08,0.45940403114422046
7783,1642.0,53159,20.0,13.0,0.10618398750843738,4.036714745502802e-16,0.002660592082397914,47993014.0,2.9344592802037068e-12,0.5498295406337236
7784,1642.0,53159,10.0,10.0,0.024768099122300824,0.2791866996026997,0.0006206002427211923,42826680.5,0.18583291920528866,0.49064170185648787
7785,1642.0,53159,26.0,19.0,0.11975705040785073,2.173326561976701e-20,0.0030006846380781996,50634817.0,1.4737730145557409e-28,0.5800952232585904
7786,1642.0,53159,27.0,19.0,0.10647990759869408,3.299336138973055e-16,0.0026680067846297064,48533567.0,7.619722502104734e-15,0.5560223587734258
7787,1642.0,53159,27.0,31.0,0.1016578536401459,8.232326590130736e-15,0.0025471833075306816,40604171.5,1.0116361231927771e-06,0.4651796397629441
7788,1642.0,53159,6.0,12.0,0.11828742852407087,6.66960943698661e-20,0.002963861154238014,37856186.0,2.868664202381469e-22,0.4336974826903932
7789,1642.0,53159,22.0,17.0,0.09587514202274017,3.203215802491296e-13,0.00240228917513772,47119777.0,1.686755721255582e-08,0.5398253450527923
7790,1642.0,53159,6.0,6.0,0.04542938188399437,0.0026801149220154552,0.0011382983120612454,45719446.0,0.00020878734742316396,0.5237825236858084
7791,1642.0,53159,52.0,62.0,0.09803868105196512,8.347969652966569e-14,0.002456499748183466,38232338.0,1.0269211436557298e-17,0.4380068490779357
7792,1642.0,53159,10.0,12.0,0.06356918030868208,4.740766289086762e-06,0.0015928169753501272,40236966.0,3.356828524034832e-08,0.4609727685007396
7793,1642.0,53159,31.0,35.0,0.08483699041913167,1.9154619364660354e-10,0.002125712457216527,39104965.5,6.494870700922874e-13,0.44800406195290443
7794,1642.0,53159,6.0,6.0,0.07446960247655443,3.813404870370424e-08,0.001865942684745166,46466464.5,9.229398151731295e-07,0.5323407033971282
7795,1642.0,53159,23.0,26.0,0.06123068983933683,1.2080870905304444e-05,0.0015342227430793851,40593405.5,1.3272363604037583e-06,0.4650562996277639
7796,1642.0,53159,16.0,14.0,0.052611109286989755,0.0002805672019779853,0.0013182467912500812,45401097.5,0.004316477545151832,0.5201353801762043
7797,1642.0,53159,32.0,40.0,0.09204486143985713,3.2176454788038126e-12,0.002306316002239393,38601789.5,1.3870982078142172e-15,0.4422394515256886
7798,1642.0,53159,19.0,19.0,0.009630211243868203,0.9983851289906186,0.0002412987531215022,43306592.5,0.592021535518343,0.4961397894428314
7799,1642.0,53159,21.0,16.0,0.11916013502021452,3.432769376108226e-20,0.0029857280670219453,49714517.0,1.5721024211787107e-22,0.569551852795439
7800,1642.0,53159,19.0,24.0,0.09371558983793687,1.189925062400793e-12,0.002348178498196376,38476007.0,2.1493202026111287e-16,0.44079843066805374
7801,1642.0,53159,6.0,7.0,0.06356556007064412,4.747765181173039e-06,0.0015927262650944078,41001380.0,7.932669633383026e-06,0.46973023887911564
7802,1642.0,53159,17.0,16.0,0.028714433538490125,0.14227632962591594,0.0007194813108424413,44994289.5,0.03167270878117486,0.5154748048731795
7803,1642.0,53159,93.0,129.0,0.2004194137418599,2.4362988994541032e-56,0.005021795826965467,31591435.5,3.1157438179321655e-81,0.3619256850366786
7804,1642.0,53159,18.0,14.0,0.1139112710360175,1.7321196481579327e-18,0.0028542102526544215,50264415.5,7.307822547663727e-26,0.5758517371838247
7805,1642.0,53159,29.0,23.0,0.09011424348515823,9.933009367029683e-12,0.002257941600741248,45968757.0,0.00016588587569175276,0.5266387425639337
7806,1642.0,53159,17.0,18.0,0.06153852463706028,1.070262724322921e-05,0.0015419359853932931,40237980.0,6.482971197518336e-08,0.4609843853405197
7807,1642.0,53159,28.0,10.0,0.21507056290737558,8.184315779916083e-65,0.005388901380095164,54721159.0,2.091891629876154e-74,0.6269101939693754
7808,1642.0,53159,32.0,55.0,0.21165693047944617,8.723987266887144e-63,0.005303367924222225,31969968.5,2.2149255407041677e-76,0.3662623292304504
7809,1642.0,53159,26.0,31.0,0.08786330320279484,3.5871101041789504e-11,0.002201541063958518,38117922.0,2.037830843120564e-18,0.4366960479533981
7810,1642.0,53159,35.0,41.0,0.09891851345968983,4.7902685308814904e-14,0.002478545210901124,37874020.5,6.30792836161608e-20,0.4339018027387742
7811,1642.0,53159,22.0,22.0,0.027987808229758826,0.16233391277615422,0.0007012746716999169,44334765.0,0.2732993866783263,0.5079189957533004
7812,1642.0,53159,14.0,16.0,0.04217457021530724,0.00668442669696505,0.001056744338071361,41738399.0,0.0023198055054526,0.47817385982378746
7813,1642.0,53159,21.0,24.0,0.08244812594139073,6.89527891982169e-10,0.0020658560319255274,39195895.5,1.7947239939910797e-12,0.4490457969047835
7814,1642.0,53159,18.5,19.0,0.039209801478289785,0.014485619071447476,0.0009824578056766087,42092618.5,0.013681294524894414,0.48223195763294996
7815,1642.0,53159,20.0,20.0,0.032348224556216665,0.06988731605357236,0.0008105311559057911,42058923.5,0.01192948449870252,0.4818459325674758
7816,1642.0,53159,23.0,28.0,0.10256457433481736,4.547364533438468e-15,0.0025699024948375015,37828261.0,3.1473676050469355e-20,0.43337756133846067
7817,1642.0,53159,22.0,25.0,0.06134108418659634,1.1568114888269515e-05,0.0015369888317633008,40458082.5,4.3986014073318304e-07,0.4635059785137956
7818,1642.0,53159,19.0,19.0,0.02514385920903439,0.2630175044980915,0.0006300154505609341,42813815.5,0.1878829468511507,0.49049431463383386
7819,1642.0,53159,34.0,38.0,0.08026898322796416,2.1485087479550214e-09,0.002011254486195319,39178405.0,1.5170214071268586e-12,0.44884541787502613
7820,1642.0,53159,21.0,24.0,0.06542215790520561,2.2035975592942157e-06,0.0016392459863324043,39857867.5,1.9678486974841554e-09,0.4566296456847828
7821,1642.0,53159,15.0,16.0,0.06200222443005826,8.90733507817339e-06,0.0015535546486852697,40915260.5,1.4299208048165814e-05,0.46874361517749513
7822,1642.0,53159,39.0,44.0,0.06938508126025256,3.9762720206900874e-07,0.0017385427141064472,39491399.5,4.804393790997972e-11,0.4524312235540752
7823,1642.0,53159,12.0,13.0,0.04448114301638095,0.0035223442000795117,0.001114538827391358,41573123.5,0.0008070368378613605,0.4762803894065511
7824,1642.0,53159,13.0,6.0,0.1266930255128944,9.071046465616349e-23,0.0031744754410156194,49223159.0,1.892997543506488e-21,0.563922634688264
7825,1642.0,53159,18.0,24.0,0.11008241105287087,2.706603243870322e-17,0.0027582726749197303,37385843.5,3.209018053358839e-23,0.42830902759741823
7826,1642.0,53159,25.0,31.0,0.11638179708570379,2.7963979741941493e-19,0.002916112825739001,37069979.5,2.1408070969929347e-25,0.4246903476365654
7827,1642.0,53159,36.0,49.0,0.1322008854506505,9.39105545873327e-25,0.0033124827704181445,36492556.0,9.485752324856201e-30,0.41807512447604217
7828,1642.0,53159,18.0,19.0,0.034068410446733005,0.04845902527488899,0.0008536328802613274,42253544.5,0.027492283453055075,0.48407559822314133
7829,1642.0,53159,19.0,19.0,0.02343712319021607,0.342126108853661,0.0005872507320288622,42986046.0,0.297058974024202,0.49246746465725433
7830,1642.0,53159,23.0,23.0,0.021722069789070035,0.4360534260916757,0.0005442776095548529,43215050.0,0.4969203849976481,0.4950910374156413
7831,1642.0,53159,30.0,28.0,0.027234695609812953,0.18543295437663282,0.0006824043549902274,44231328.0,0.3516832678218954,0.5067339749876837
7832,1642.0,53159,17.0,26.0,0.13327991114561083,3.7493631320750354e-25,0.003339519306604801,36639402.5,5.6526215163283e-29,0.41975746398567726
7833,1642.0,53159,23.0,25.0,0.05467648945700759,0.0001379053681008289,0.0013699978533116232,41318098.0,0.00022876582567209707,0.47335870264783064
7834,1642.0,53159,22.0,26.0,0.07590432801519598,1.9098207776639182e-08,0.0019018917906140755,39528499.0,7.002094585981293e-11,0.45285625210182884
7835,1642.0,53159,57.0,67.0,0.09469036184256285,6.604994315346689e-13,0.0023726028086645144,39211766.0,2.2255481571676905e-12,0.44922761648637155
7836,1642.0,53159,14.0,12.0,0.09152319201245346,4.3736087165823815e-12,0.0022932448266248114,47407745.5,1.3305768294536453e-09,0.5431244416269726
7837,1642.0,53159,13.0,15.0,0.04667039031825537,0.0018580229098053042,0.0011693935580758246,41370669.5,0.0002751593394402883,0.4739609853820516
